epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,409,300,496
0,train,Liberal,465,352,588
0,train,Neutral,146,81,191
0,validation,Conservative,71,78,100
0,validation,Liberal,64,115,117
0,validation,Neutral,7,18,79
1,train,Conservative,580,309,316
1,train,Liberal,558,480,367
1,train,Neutral,139,88,191
1,validation,Conservative,118,88,43
1,validation,Liberal,101,134,61
1,validation,Neutral,30,18,56
2,train,Conservative,732,341,132
2,train,Liberal,475,724,206
2,train,Neutral,118,106,194
2,validation,Conservative,97,117,35
2,validation,Liberal,82,172,42
2,validation,Neutral,34,21,49
3,train,Conservative,843,280,82
3,train,Liberal,267,991,147
3,train,Neutral,82,131,205
3,validation,Conservative,94,121,34
3,validation,Liberal,67,185,44
3,validation,Neutral,24,31,49
4,train,Conservative,986,137,82
4,train,Liberal,158,1150,97
4,train,Neutral,78,93,247
4,validation,Conservative,147,70,32
4,validation,Liberal,124,136,36
4,validation,Neutral,33,23,48
-1,test,Conservative,142,62,43
-1,test,Liberal,141,137,46
-1,test,Neutral,35,20,23
