epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,451,362,392
0,train,Liberal,538,459,408
0,train,Neutral,145,106,167
0,validation,Conservative,83,88,78
0,validation,Liberal,93,131,72
0,validation,Neutral,29,26,49
1,train,Conservative,569,326,310
1,train,Liberal,390,610,405
1,train,Neutral,128,75,215
1,validation,Conservative,110,73,66
1,validation,Liberal,84,135,77
1,validation,Neutral,23,19,62
2,train,Conservative,739,223,243
2,train,Liberal,264,844,297
2,train,Neutral,89,67,262
2,validation,Conservative,113,86,50
2,validation,Liberal,83,150,63
2,validation,Neutral,28,21,55
3,train,Conservative,961,106,138
3,train,Liberal,115,1144,146
3,train,Neutral,56,51,311
3,validation,Conservative,97,116,36
3,validation,Liberal,75,186,35
3,validation,Neutral,26,38,40
4,train,Conservative,1122,34,49
4,train,Liberal,35,1316,54
4,train,Neutral,39,40,339
4,validation,Conservative,115,92,42
4,validation,Liberal,83,165,48
4,validation,Neutral,32,36,36
-1,test,Conservative,115,84,48
-1,test,Liberal,95,186,43
-1,test,Neutral,25,22,31
