epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,342,490,373
0,train,Liberal,407,530,468
0,train,Neutral,118,119,181
0,validation,Conservative,60,105,84
0,validation,Liberal,41,152,103
0,validation,Neutral,13,28,63
1,train,Conservative,577,488,140
1,train,Liberal,431,849,125
1,train,Neutral,129,110,179
1,validation,Conservative,94,123,32
1,validation,Liberal,61,199,36
1,validation,Neutral,27,39,38
2,train,Conservative,906,226,73
2,train,Liberal,205,1136,64
2,train,Neutral,76,49,293
2,validation,Conservative,139,89,21
2,validation,Liberal,127,144,25
2,validation,Neutral,35,32,37
3,train,Conservative,1114,60,31
3,train,Liberal,56,1333,16
3,train,Neutral,34,21,363
3,validation,Conservative,109,107,33
3,validation,Liberal,89,169,38
3,validation,Neutral,27,38,39
4,train,Conservative,1166,20,19
4,train,Liberal,21,1367,17
4,train,Neutral,21,6,391
4,validation,Conservative,127,104,18
4,validation,Liberal,103,169,24
4,validation,Neutral,40,38,26
-1,test,Conservative,113,110,24
-1,test,Liberal,107,196,21
-1,test,Neutral,29,33,16
