epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,374,420,411
0,train,Liberal,459,497,449
0,train,Neutral,123,102,193
0,validation,Conservative,88,82,79
0,validation,Liberal,74,136,86
0,validation,Neutral,20,17,67
1,train,Conservative,457,358,390
1,train,Liberal,324,686,395
1,train,Neutral,75,58,285
1,validation,Conservative,104,84,61
1,validation,Liberal,86,140,70
1,validation,Neutral,20,20,64
2,train,Conservative,655,265,285
2,train,Liberal,272,901,232
2,train,Neutral,70,37,311
2,validation,Conservative,112,97,40
2,validation,Liberal,78,168,50
2,validation,Neutral,25,21,58
3,train,Conservative,948,143,114
3,train,Liberal,118,1196,91
3,train,Neutral,67,17,334
3,validation,Conservative,102,121,26
3,validation,Liberal,82,185,29
3,validation,Neutral,29,36,39
4,train,Conservative,1138,31,36
4,train,Liberal,34,1340,31
4,train,Neutral,39,8,371
4,validation,Conservative,134,83,32
4,validation,Liberal,106,157,33
4,validation,Neutral,39,28,37
-1,test,Conservative,127,77,43
-1,test,Liberal,129,164,31
-1,test,Neutral,28,25,25
