epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,407,483,315
0,train,Liberal,446,592,367
0,train,Neutral,127,139,152
0,validation,Conservative,48,134,67
0,validation,Liberal,49,176,71
0,validation,Neutral,14,33,57
1,train,Conservative,312,715,178
1,train,Liberal,341,885,179
1,train,Neutral,91,187,140
1,validation,Conservative,52,170,27
1,validation,Liberal,37,211,48
1,validation,Neutral,14,35,55
2,train,Conservative,313,799,93
2,train,Liberal,265,1053,87
2,train,Neutral,86,199,133
2,validation,Conservative,59,151,39
2,validation,Liberal,54,198,44
2,validation,Neutral,19,30,55
3,train,Conservative,397,726,82
3,train,Liberal,253,1078,74
3,train,Neutral,95,148,175
3,validation,Conservative,103,124,22
3,validation,Liberal,83,181,32
3,validation,Neutral,31,28,45
4,train,Conservative,551,582,72
4,train,Liberal,338,1010,57
4,train,Neutral,104,110,204
4,validation,Conservative,117,101,31
4,validation,Liberal,108,144,44
4,validation,Neutral,36,20,48
-1,test,Conservative,112,89,46
-1,test,Liberal,125,156,43
-1,test,Neutral,23,24,31
