epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,390,389,426
0,train,Liberal,473,485,447
0,train,Neutral,141,119,158
0,validation,Conservative,97,77,75
0,validation,Liberal,107,100,89
0,validation,Neutral,42,20,42
1,train,Conservative,442,344,419
1,train,Liberal,448,501,456
1,train,Neutral,112,123,183
1,validation,Conservative,90,82,77
1,validation,Liberal,98,106,92
1,validation,Neutral,40,22,42
2,train,Conservative,476,353,376
2,train,Liberal,424,528,453
2,train,Neutral,135,95,188
2,validation,Conservative,87,78,84
2,validation,Liberal,96,117,83
2,validation,Neutral,43,17,44
3,train,Conservative,498,345,362
3,train,Liberal,411,560,434
3,train,Neutral,142,88,188
3,validation,Conservative,95,83,71
3,validation,Liberal,92,120,84
3,validation,Neutral,42,20,42
4,train,Conservative,488,336,381
4,train,Liberal,404,581,420
4,train,Neutral,118,78,222
4,validation,Conservative,97,77,75
4,validation,Liberal,94,123,79
4,validation,Neutral,39,19,46
-1,test,Conservative,85,82,80
-1,test,Liberal,120,121,83
-1,test,Neutral,22,18,38
