epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,411,292,502
0,train,Liberal,458,347,600
0,train,Neutral,128,103,187
0,validation,Conservative,92,68,89
0,validation,Liberal,103,82,111
0,validation,Neutral,32,24,48
1,train,Conservative,459,245,501
1,train,Liberal,441,454,510
1,train,Neutral,92,97,229
1,validation,Conservative,98,64,87
1,validation,Liberal,99,98,99
1,validation,Neutral,26,20,58
2,train,Conservative,439,288,478
2,train,Liberal,336,562,507
2,train,Neutral,83,73,262
2,validation,Conservative,100,73,76
2,validation,Liberal,97,108,91
2,validation,Neutral,26,19,59
3,train,Conservative,554,224,427
3,train,Liberal,321,679,405
3,train,Neutral,67,57,294
3,validation,Conservative,87,97,65
3,validation,Liberal,74,136,86
3,validation,Neutral,19,26,59
4,train,Conservative,642,169,394
4,train,Liberal,308,798,299
4,train,Neutral,79,43,296
4,validation,Conservative,106,86,57
4,validation,Liberal,82,137,77
4,validation,Neutral,21,28,55
-1,test,Conservative,94,82,71
-1,test,Liberal,108,147,69
-1,test,Neutral,14,26,38
