epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,257,548,400
0,train,Liberal,274,673,458
0,train,Neutral,88,170,160
0,validation,Conservative,19,118,112
0,validation,Liberal,27,149,120
0,validation,Neutral,8,25,71
1,train,Conservative,72,490,643
1,train,Liberal,82,671,652
1,train,Neutral,30,102,286
1,validation,Conservative,1,167,81
1,validation,Liberal,1,207,88
1,validation,Neutral,1,49,54
2,train,Conservative,184,693,328
2,train,Liberal,147,1021,237
2,train,Neutral,66,159,193
2,validation,Conservative,17,184,48
2,validation,Liberal,10,234,52
2,validation,Neutral,6,43,55
3,train,Conservative,248,811,146
3,train,Liberal,140,1194,71
3,train,Neutral,69,172,177
3,validation,Conservative,92,111,46
3,validation,Liberal,111,151,34
3,validation,Neutral,34,28,42
4,train,Conservative,423,671,111
4,train,Liberal,153,1218,34
4,train,Neutral,101,130,187
4,validation,Conservative,85,111,53
4,validation,Liberal,73,166,57
4,validation,Neutral,28,23,53
-1,test,Conservative,76,100,71
-1,test,Liberal,75,180,69
-1,test,Neutral,18,23,37
