epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,433,113,659
0,train,Liberal,468,140,797
0,train,Neutral,119,42,257
0,validation,Conservative,192,10,47
0,validation,Liberal,218,13,65
0,validation,Neutral,55,3,46
1,train,Conservative,262,516,427
1,train,Liberal,293,622,490
1,train,Neutral,59,143,216
1,validation,Conservative,4,206,39
1,validation,Liberal,6,240,50
1,validation,Neutral,3,72,29
2,train,Conservative,253,812,140
2,train,Liberal,330,936,139
2,train,Neutral,102,206,110
2,validation,Conservative,3,221,25
2,validation,Liberal,4,262,30
2,validation,Neutral,5,61,38
3,train,Conservative,624,453,128
3,train,Liberal,755,509,141
3,train,Neutral,234,116,68
3,validation,Conservative,249,0,0
3,validation,Liberal,296,0,0
3,validation,Neutral,104,0,0
4,train,Conservative,1198,7,0
4,train,Liberal,1396,9,0
4,train,Neutral,414,3,1
4,validation,Conservative,249,0,0
4,validation,Liberal,296,0,0
4,validation,Neutral,104,0,0
-1,test,Conservative,226,20,1
-1,test,Liberal,315,9,0
-1,test,Neutral,76,2,0
