epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,409,389,407
0,train,Liberal,501,458,446
0,train,Neutral,134,134,150
0,validation,Conservative,92,76,81
0,validation,Liberal,101,97,98
0,validation,Neutral,41,20,43
1,train,Conservative,424,461,320
1,train,Liberal,447,608,350
1,train,Neutral,131,138,149
1,validation,Conservative,90,69,90
1,validation,Liberal,100,103,93
1,validation,Neutral,36,18,50
2,train,Conservative,471,431,303
2,train,Liberal,441,583,381
2,train,Neutral,118,146,154
2,validation,Conservative,95,70,84
2,validation,Liberal,96,102,98
2,validation,Neutral,35,17,52
3,train,Conservative,454,389,362
3,train,Liberal,392,595,418
3,train,Neutral,123,105,190
3,validation,Conservative,91,73,85
3,validation,Liberal,91,103,102
3,validation,Neutral,27,18,59
4,train,Conservative,472,334,399
4,train,Liberal,390,530,485
4,train,Neutral,94,104,220
4,validation,Conservative,93,67,89
4,validation,Liberal,94,105,97
4,validation,Neutral,25,13,66
-1,test,Conservative,81,71,95
-1,test,Liberal,110,109,105
-1,test,Neutral,19,23,36
