epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,394,474,337
0,train,Liberal,415,652,338
0,train,Neutral,97,128,193
0,validation,Conservative,83,140,26
0,validation,Liberal,51,206,39
0,validation,Neutral,24,38,42
1,train,Conservative,639,475,91
1,train,Liberal,339,978,88
1,train,Neutral,119,96,203
1,validation,Conservative,119,103,27
1,validation,Liberal,104,163,29
1,validation,Neutral,34,33,37
2,train,Conservative,971,174,60
2,train,Liberal,167,1192,46
2,train,Neutral,63,28,327
2,validation,Conservative,122,98,29
2,validation,Liberal,116,155,25
2,validation,Neutral,39,33,32
3,train,Conservative,1131,54,20
3,train,Liberal,58,1319,28
3,train,Neutral,24,15,379
3,validation,Conservative,98,116,35
3,validation,Liberal,89,178,29
3,validation,Neutral,25,41,38
4,train,Conservative,1164,32,9
4,train,Liberal,27,1365,13
4,train,Neutral,9,3,406
4,validation,Conservative,101,117,31
4,validation,Liberal,86,178,32
4,validation,Neutral,30,38,36
-1,test,Conservative,112,103,32
-1,test,Liberal,92,194,38
-1,test,Neutral,27,28,23
