epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,422,381,402
0,train,Liberal,457,483,465
0,train,Neutral,125,127,166
0,validation,Conservative,80,93,76
0,validation,Liberal,67,130,99
0,validation,Neutral,26,26,52
1,train,Conservative,372,400,433
1,train,Liberal,393,612,400
1,train,Neutral,97,114,207
1,validation,Conservative,57,103,89
1,validation,Liberal,58,137,101
1,validation,Neutral,19,19,66
2,train,Conservative,398,405,402
2,train,Liberal,327,658,420
2,train,Neutral,78,95,245
2,validation,Conservative,69,111,69
2,validation,Liberal,59,156,81
2,validation,Neutral,20,21,63
3,train,Conservative,456,481,268
3,train,Liberal,312,850,243
3,train,Neutral,77,128,213
3,validation,Conservative,77,131,41
3,validation,Liberal,53,201,42
3,validation,Neutral,21,36,47
4,train,Conservative,488,561,156
4,train,Liberal,298,972,135
4,train,Neutral,89,154,175
4,validation,Conservative,86,134,29
4,validation,Liberal,56,201,39
4,validation,Neutral,24,37,43
-1,test,Conservative,92,111,44
-1,test,Liberal,90,199,35
-1,test,Neutral,16,38,24
