epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,358,380,467
0,train,Liberal,433,489,483
0,train,Neutral,117,129,172
0,validation,Conservative,64,87,98
0,validation,Liberal,66,131,99
0,validation,Neutral,18,23,63
1,train,Conservative,404,387,414
1,train,Liberal,350,627,428
1,train,Neutral,86,67,265
1,validation,Conservative,64,97,88
1,validation,Liberal,73,145,78
1,validation,Neutral,10,23,71
2,train,Conservative,460,401,344
2,train,Liberal,290,764,351
2,train,Neutral,56,63,299
2,validation,Conservative,79,101,69
2,validation,Liberal,77,146,73
2,validation,Neutral,11,22,71
3,train,Conservative,578,379,248
3,train,Liberal,248,930,227
3,train,Neutral,55,54,309
3,validation,Conservative,95,112,42
3,validation,Liberal,82,166,48
3,validation,Neutral,17,27,60
4,train,Conservative,771,301,133
4,train,Liberal,184,1119,102
4,train,Neutral,61,28,329
4,validation,Conservative,109,112,28
4,validation,Liberal,86,176,34
4,validation,Neutral,30,29,45
-1,test,Conservative,94,107,46
-1,test,Liberal,106,181,37
-1,test,Neutral,30,18,30
