epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,271,388,546
0,train,Liberal,340,505,560
0,train,Neutral,104,111,203
0,validation,Conservative,9,226,14
0,validation,Liberal,22,260,14
0,validation,Neutral,11,66,27
1,train,Conservative,373,625,207
1,train,Liberal,452,743,210
1,train,Neutral,130,143,145
1,validation,Conservative,9,228,12
1,validation,Liberal,6,274,16
1,validation,Neutral,3,73,28
2,train,Conservative,275,845,85
2,train,Liberal,334,991,80
2,train,Neutral,97,165,156
2,validation,Conservative,7,227,15
2,validation,Liberal,4,274,18
2,validation,Neutral,6,74,24
3,train,Conservative,312,787,106
3,train,Liberal,317,998,90
3,train,Neutral,76,131,211
3,validation,Conservative,5,228,16
3,validation,Liberal,7,273,16
3,validation,Neutral,11,69,24
4,train,Conservative,297,846,62
4,train,Liberal,307,1044,54
4,train,Neutral,83,98,237
4,validation,Conservative,11,219,19
4,validation,Liberal,15,266,15
4,validation,Neutral,10,62,32
-1,test,Conservative,11,209,27
-1,test,Liberal,15,291,18
-1,test,Neutral,5,53,20
