epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,430,374,401
0,train,Liberal,471,487,447
0,train,Neutral,140,119,159
0,validation,Conservative,70,87,92
0,validation,Liberal,82,118,96
0,validation,Neutral,16,21,67
1,train,Conservative,459,354,392
1,train,Liberal,363,634,408
1,train,Neutral,81,89,248
1,validation,Conservative,74,96,79
1,validation,Liberal,70,137,89
1,validation,Neutral,16,18,70
2,train,Conservative,542,295,368
2,train,Liberal,293,741,371
2,train,Neutral,66,54,298
2,validation,Conservative,86,93,70
2,validation,Liberal,76,145,75
2,validation,Neutral,14,19,71
3,train,Conservative,644,259,302
3,train,Liberal,254,869,282
3,train,Neutral,57,36,325
3,validation,Conservative,107,89,53
3,validation,Liberal,101,132,63
3,validation,Neutral,17,23,64
4,train,Conservative,826,157,222
4,train,Liberal,162,1061,182
4,train,Neutral,50,30,338
4,validation,Conservative,113,89,47
4,validation,Liberal,96,147,53
4,validation,Neutral,19,30,55
-1,test,Conservative,92,85,70
-1,test,Liberal,106,156,62
-1,test,Neutral,21,20,37
