epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,408,344,453
0,train,Liberal,452,412,541
0,train,Neutral,135,107,176
0,validation,Conservative,0,143,106
0,validation,Liberal,1,162,133
0,validation,Neutral,0,39,65
1,train,Conservative,195,665,345
1,train,Liberal,266,762,377
1,train,Neutral,51,215,152
1,validation,Conservative,120,30,99
1,validation,Liberal,142,35,119
1,validation,Neutral,27,15,62
2,train,Conservative,214,792,199
2,train,Liberal,285,917,203
2,train,Neutral,51,206,161
2,validation,Conservative,1,224,24
2,validation,Liberal,0,265,31
2,validation,Neutral,0,69,35
3,train,Conservative,135,719,351
3,train,Liberal,194,806,405
3,train,Neutral,52,207,159
3,validation,Conservative,3,121,125
3,validation,Liberal,1,151,144
3,validation,Neutral,0,32,72
4,train,Conservative,189,781,235
4,train,Liberal,238,918,249
4,train,Neutral,60,222,136
4,validation,Conservative,0,226,23
4,validation,Liberal,0,264,32
4,validation,Neutral,0,73,31
-1,test,Conservative,0,210,37
-1,test,Liberal,0,301,23
-1,test,Neutral,0,63,15
