epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,395,393,417
0,train,Liberal,422,521,462
0,train,Neutral,113,86,219
0,validation,Conservative,100,86,63
0,validation,Liberal,85,139,72
0,validation,Neutral,16,20,68
1,train,Conservative,512,497,196
1,train,Liberal,373,852,180
1,train,Neutral,86,112,220
1,validation,Conservative,117,107,25
1,validation,Liberal,79,180,37
1,validation,Neutral,20,27,57
2,train,Conservative,783,345,77
2,train,Liberal,305,1031,69
2,train,Neutral,81,55,282
2,validation,Conservative,105,124,20
2,validation,Liberal,81,193,22
2,validation,Neutral,39,29,36
3,train,Conservative,1059,114,32
3,train,Liberal,113,1268,24
3,train,Neutral,39,19,360
3,validation,Conservative,135,88,26
3,validation,Liberal,120,154,22
3,validation,Neutral,36,26,42
4,train,Conservative,1160,30,15
4,train,Liberal,15,1374,16
4,train,Neutral,9,9,400
4,validation,Conservative,130,98,21
4,validation,Liberal,124,145,27
4,validation,Neutral,46,23,35
-1,test,Conservative,132,86,29
-1,test,Liberal,130,166,28
-1,test,Neutral,34,19,25
