epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,308,857,40
0,train,Liberal,316,1006,83
0,train,Neutral,100,300,18
0,validation,Conservative,115,128,6
0,validation,Liberal,128,157,11
0,validation,Neutral,52,51,1
1,train,Conservative,368,817,20
1,train,Liberal,346,1025,34
1,train,Neutral,133,278,7
1,validation,Conservative,107,137,5
1,validation,Liberal,115,170,11
1,validation,Neutral,46,56,2
2,train,Conservative,365,787,53
2,train,Liberal,347,977,81
2,train,Neutral,127,265,26
2,validation,Conservative,88,152,9
2,validation,Liberal,102,176,18
2,validation,Neutral,39,60,5
3,train,Conservative,388,785,32
3,train,Liberal,332,1023,50
3,train,Neutral,156,245,17
3,validation,Conservative,116,121,12
3,validation,Liberal,116,166,14
3,validation,Neutral,60,36,8
4,train,Conservative,426,746,33
4,train,Liberal,343,1015,47
4,train,Neutral,150,241,27
4,validation,Conservative,113,112,24
4,validation,Liberal,104,159,33
4,validation,Neutral,53,35,16
-1,test,Conservative,110,107,30
-1,test,Liberal,127,168,29
-1,test,Neutral,32,36,10
