epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,316,460,429
0,train,Liberal,360,559,486
0,train,Neutral,116,165,137
0,validation,Conservative,92,88,69
0,validation,Liberal,75,124,97
0,validation,Neutral,34,30,40
1,train,Conservative,354,392,459
1,train,Liberal,301,606,498
1,train,Neutral,115,118,185
1,validation,Conservative,73,75,101
1,validation,Liberal,61,124,111
1,validation,Neutral,25,21,58
2,train,Conservative,375,288,542
2,train,Liberal,273,542,590
2,train,Neutral,77,61,280
2,validation,Conservative,85,75,89
2,validation,Liberal,72,126,98
2,validation,Neutral,17,20,67
3,train,Conservative,415,250,540
3,train,Liberal,238,674,493
3,train,Neutral,64,56,298
3,validation,Conservative,79,90,80
3,validation,Liberal,68,145,83
3,validation,Neutral,10,27,67
4,train,Conservative,495,175,535
4,train,Liberal,201,808,396
4,train,Neutral,50,34,334
4,validation,Conservative,73,99,77
4,validation,Liberal,56,156,84
4,validation,Neutral,17,28,59
-1,test,Conservative,78,84,85
-1,test,Liberal,70,162,92
-1,test,Neutral,16,27,35
