epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,443,230,532
0,train,Liberal,443,313,649
0,train,Neutral,134,71,213
0,validation,Conservative,77,76,96
0,validation,Liberal,74,137,85
0,validation,Neutral,19,20,65
1,train,Conservative,444,213,548
1,train,Liberal,452,394,559
1,train,Neutral,109,46,263
1,validation,Conservative,104,87,58
1,validation,Liberal,88,144,64
1,validation,Neutral,25,23,56
2,train,Conservative,638,238,329
2,train,Liberal,454,615,336
2,train,Neutral,120,33,265
2,validation,Conservative,113,81,55
2,validation,Liberal,80,138,78
2,validation,Neutral,24,21,59
3,train,Conservative,910,166,129
3,train,Liberal,398,820,187
3,train,Neutral,141,55,222
3,validation,Conservative,136,77,36
3,validation,Liberal,106,139,51
3,validation,Neutral,32,26,46
4,train,Conservative,1026,89,90
4,train,Liberal,267,1028,110
4,train,Neutral,105,72,241
4,validation,Conservative,131,91,27
4,validation,Liberal,99,164,33
4,validation,Neutral,37,31,36
-1,test,Conservative,137,78,32
-1,test,Liberal,118,172,34
-1,test,Neutral,24,29,25
