epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,384,351,470
0,train,Liberal,462,481,462
0,train,Neutral,158,81,179
0,validation,Conservative,64,89,96
0,validation,Liberal,74,120,102
0,validation,Neutral,21,18,65
1,train,Conservative,387,322,496
1,train,Liberal,337,550,518
1,train,Neutral,88,58,272
1,validation,Conservative,71,80,98
1,validation,Liberal,76,126,94
1,validation,Neutral,15,17,72
2,train,Conservative,489,297,419
2,train,Liberal,334,637,434
2,train,Neutral,72,45,301
2,validation,Conservative,93,77,79
2,validation,Liberal,89,129,78
2,validation,Neutral,21,16,67
3,train,Conservative,635,212,358
3,train,Liberal,281,751,373
3,train,Neutral,65,32,321
3,validation,Conservative,111,72,66
3,validation,Liberal,88,131,77
3,validation,Neutral,22,17,65
4,train,Conservative,846,105,254
4,train,Liberal,198,904,303
4,train,Neutral,62,27,329
4,validation,Conservative,113,79,57
4,validation,Liberal,94,134,68
4,validation,Neutral,30,17,57
-1,test,Conservative,115,68,64
-1,test,Liberal,98,152,74
-1,test,Neutral,26,15,37
