epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,354,431,420
0,train,Liberal,382,587,436
0,train,Neutral,108,92,218
0,validation,Conservative,60,107,82
0,validation,Liberal,49,156,91
0,validation,Neutral,13,26,65
1,train,Conservative,560,453,192
1,train,Liberal,336,921,148
1,train,Neutral,84,80,254
1,validation,Conservative,123,102,24
1,validation,Liberal,84,188,24
1,validation,Neutral,25,38,41
2,train,Conservative,956,178,71
2,train,Liberal,171,1190,44
2,train,Neutral,47,36,335
2,validation,Conservative,159,64,26
2,validation,Liberal,132,139,25
2,validation,Neutral,41,24,39
3,train,Conservative,1127,43,35
3,train,Liberal,49,1338,18
3,train,Neutral,17,6,395
3,validation,Conservative,146,80,23
3,validation,Liberal,121,154,21
3,validation,Neutral,43,30,31
4,train,Conservative,1163,26,16
4,train,Liberal,24,1369,12
4,train,Neutral,6,6,406
4,validation,Conservative,123,110,16
4,validation,Liberal,89,188,19
4,validation,Neutral,35,41,28
-1,test,Conservative,107,111,29
-1,test,Liberal,102,201,21
-1,test,Neutral,26,33,19
