epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,625,414,166
0,train,Liberal,652,532,221
0,train,Neutral,231,128,59
0,validation,Conservative,107,130,12
0,validation,Liberal,91,184,21
0,validation,Neutral,56,41,7
1,train,Conservative,955,150,100
1,train,Liberal,860,392,153
1,train,Neutral,342,38,38
1,validation,Conservative,187,27,35
1,validation,Liberal,186,67,43
1,validation,Neutral,79,12,13
2,train,Conservative,918,166,121
2,train,Liberal,631,569,205
2,train,Neutral,316,52,50
2,validation,Conservative,208,30,11
2,validation,Liberal,203,78,15
2,validation,Neutral,86,15,3
3,train,Conservative,877,142,186
3,train,Liberal,430,739,236
3,train,Neutral,271,60,87
3,validation,Conservative,77,59,113
3,validation,Liberal,68,134,94
3,validation,Neutral,19,22,63
4,train,Conservative,888,119,198
4,train,Liberal,287,984,134
4,train,Neutral,237,77,104
4,validation,Conservative,117,102,30
4,validation,Liberal,86,172,38
4,validation,Neutral,44,27,33
-1,test,Conservative,114,85,48
-1,test,Liberal,94,183,47
-1,test,Neutral,26,28,24
