epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,498,428,279
0,train,Liberal,534,554,317
0,train,Neutral,176,153,89
0,validation,Conservative,90,92,67
0,validation,Liberal,116,96,84
0,validation,Neutral,40,25,39
1,train,Conservative,514,392,299
1,train,Liberal,526,517,362
1,train,Neutral,165,127,126
1,validation,Conservative,106,81,62
1,validation,Liberal,126,101,69
1,validation,Neutral,44,24,36
2,train,Conservative,576,306,323
2,train,Liberal,592,445,368
2,train,Neutral,181,95,142
2,validation,Conservative,99,90,60
2,validation,Liberal,121,107,68
2,validation,Neutral,40,21,43
3,train,Conservative,591,320,294
3,train,Liberal,546,482,377
3,train,Neutral,155,95,168
3,validation,Conservative,100,81,68
3,validation,Liberal,110,104,82
3,validation,Neutral,34,15,55
4,train,Conservative,580,330,295
4,train,Liberal,505,510,390
4,train,Neutral,155,81,182
4,validation,Conservative,100,86,63
4,validation,Liberal,109,112,75
4,validation,Neutral,31,15,58
-1,test,Conservative,94,78,75
-1,test,Liberal,122,116,86
-1,test,Neutral,24,20,34
