epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,531,426,248
0,train,Liberal,567,551,287
0,train,Neutral,192,121,105
0,validation,Conservative,98,73,78
0,validation,Liberal,116,93,87
0,validation,Neutral,31,14,59
1,train,Conservative,603,261,341
1,train,Liberal,644,458,303
1,train,Neutral,166,71,181
1,validation,Conservative,44,101,104
1,validation,Liberal,44,148,104
1,validation,Neutral,14,21,69
2,train,Conservative,662,153,390
2,train,Liberal,499,570,336
2,train,Neutral,158,33,227
2,validation,Conservative,138,62,49
2,validation,Liberal,126,120,50
2,validation,Neutral,35,19,50
3,train,Conservative,811,111,283
3,train,Liberal,385,761,259
3,train,Neutral,159,34,225
3,validation,Conservative,141,80,28
3,validation,Liberal,122,141,33
3,validation,Neutral,41,21,42
4,train,Conservative,877,101,227
4,train,Liberal,213,1083,109
4,train,Neutral,123,39,256
4,validation,Conservative,126,98,25
4,validation,Liberal,120,146,30
4,validation,Neutral,44,17,43
-1,test,Conservative,117,93,37
-1,test,Liberal,128,166,30
-1,test,Neutral,30,21,27
