epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,386,421,398
0,train,Liberal,414,583,408
0,train,Neutral,98,114,206
0,validation,Conservative,89,103,57
0,validation,Liberal,71,153,72
0,validation,Neutral,25,29,50
1,train,Conservative,647,429,129
1,train,Liberal,374,913,118
1,train,Neutral,107,91,220
1,validation,Conservative,116,114,19
1,validation,Liberal,94,177,25
1,validation,Neutral,38,33,33
2,train,Conservative,942,202,61
2,train,Liberal,215,1163,27
2,train,Neutral,76,36,306
2,validation,Conservative,137,79,33
2,validation,Liberal,137,124,35
2,validation,Neutral,41,22,41
3,train,Conservative,1092,69,44
3,train,Liberal,60,1317,28
3,train,Neutral,29,19,370
3,validation,Conservative,103,128,18
3,validation,Liberal,91,189,16
3,validation,Neutral,36,41,27
4,train,Conservative,1151,29,25
4,train,Liberal,23,1366,16
4,train,Neutral,13,11,394
4,validation,Conservative,134,94,21
4,validation,Liberal,111,160,25
4,validation,Neutral,36,40,28
-1,test,Conservative,117,92,38
-1,test,Liberal,108,179,37
-1,test,Neutral,34,24,20
