epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,503,335,367
0,train,Liberal,586,348,471
0,train,Neutral,148,122,148
0,validation,Conservative,124,24,101
0,validation,Liberal,164,29,103
0,validation,Neutral,38,8,58
1,train,Conservative,512,111,582
1,train,Liberal,599,113,693
1,train,Neutral,168,34,216
1,validation,Conservative,109,50,90
1,validation,Liberal,134,58,104
1,validation,Neutral,25,12,67
2,train,Conservative,394,437,374
2,train,Liberal,389,568,448
2,train,Neutral,111,148,159
2,validation,Conservative,123,40,86
2,validation,Liberal,137,69,90
2,validation,Neutral,20,10,74
3,train,Conservative,495,475,235
3,train,Liberal,566,591,248
3,train,Neutral,135,167,116
3,validation,Conservative,161,24,64
3,validation,Liberal,190,34,72
3,validation,Neutral,36,3,65
4,train,Conservative,636,398,171
4,train,Liberal,631,572,202
4,train,Neutral,167,99,152
4,validation,Conservative,113,89,47
4,validation,Liberal,109,137,50
4,validation,Neutral,39,17,48
-1,test,Conservative,114,73,60
-1,test,Liberal,126,138,60
-1,test,Neutral,29,21,28
