epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,425,458,322
0,train,Liberal,428,625,352
0,train,Neutral,104,125,189
0,validation,Conservative,79,126,44
0,validation,Liberal,76,167,53
0,validation,Neutral,18,36,50
1,train,Conservative,705,393,107
1,train,Liberal,393,906,106
1,train,Neutral,93,93,232
1,validation,Conservative,100,131,18
1,validation,Liberal,92,185,19
1,validation,Neutral,29,43,32
2,train,Conservative,972,174,59
2,train,Liberal,148,1207,50
2,train,Neutral,48,44,326
2,validation,Conservative,123,90,36
2,validation,Liberal,85,170,41
2,validation,Neutral,23,39,42
3,train,Conservative,1121,55,29
3,train,Liberal,62,1312,31
3,train,Neutral,15,24,379
3,validation,Conservative,141,83,25
3,validation,Liberal,125,149,22
3,validation,Neutral,41,28,35
4,train,Conservative,1162,31,12
4,train,Liberal,39,1339,27
4,train,Neutral,12,16,390
4,validation,Conservative,130,93,26
4,validation,Liberal,97,179,20
4,validation,Neutral,33,34,37
-1,test,Conservative,123,94,30
-1,test,Liberal,97,198,29
-1,test,Neutral,34,24,20
