epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,440,387,378
0,train,Liberal,433,480,492
0,train,Neutral,106,114,198
0,validation,Conservative,89,82,78
0,validation,Liberal,78,126,92
0,validation,Neutral,21,20,63
1,train,Conservative,523,347,335
1,train,Liberal,408,616,381
1,train,Neutral,78,71,269
1,validation,Conservative,114,82,53
1,validation,Liberal,103,118,75
1,validation,Neutral,25,16,63
2,train,Conservative,764,248,193
2,train,Liberal,338,847,220
2,train,Neutral,67,62,289
2,validation,Conservative,111,105,33
2,validation,Liberal,95,159,42
2,validation,Neutral,30,24,50
3,train,Conservative,1023,116,66
3,train,Liberal,145,1167,93
3,train,Neutral,44,41,333
3,validation,Conservative,134,92,23
3,validation,Liberal,104,167,25
3,validation,Neutral,33,34,37
4,train,Conservative,1151,35,19
4,train,Liberal,33,1338,34
4,train,Neutral,14,23,381
4,validation,Conservative,93,131,25
4,validation,Liberal,68,195,33
4,validation,Neutral,24,44,36
-1,test,Conservative,85,115,47
-1,test,Liberal,87,203,34
-1,test,Neutral,26,29,23
