epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,483,425,297
0,train,Liberal,527,573,305
0,train,Neutral,155,124,139
0,validation,Conservative,75,142,32
0,validation,Liberal,82,177,37
0,validation,Neutral,30,32,42
1,train,Conservative,384,577,244
1,train,Liberal,343,930,132
1,train,Neutral,89,174,155
1,validation,Conservative,32,191,26
1,validation,Liberal,20,245,31
1,validation,Neutral,11,55,38
2,train,Conservative,583,513,109
2,train,Liberal,343,1001,61
2,train,Neutral,148,113,157
2,validation,Conservative,115,109,25
2,validation,Liberal,110,158,28
2,validation,Neutral,38,33,33
3,train,Conservative,804,287,114
3,train,Liberal,327,1047,31
3,train,Neutral,183,63,172
3,validation,Conservative,106,125,18
3,validation,Liberal,80,197,19
3,validation,Neutral,33,44,27
4,train,Conservative,944,166,95
4,train,Liberal,234,1156,15
4,train,Neutral,158,63,197
4,validation,Conservative,109,114,26
4,validation,Liberal,93,176,27
4,validation,Neutral,42,35,27
-1,test,Conservative,116,107,24
-1,test,Liberal,118,184,22
-1,test,Neutral,24,26,28
