epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,618,263,324
0,train,Liberal,696,342,367
0,train,Neutral,176,98,144
0,validation,Conservative,145,15,89
0,validation,Liberal,165,20,111
0,validation,Neutral,47,13,44
1,train,Conservative,681,117,407
1,train,Liberal,785,161,459
1,train,Neutral,200,49,169
1,validation,Conservative,140,49,60
1,validation,Liberal,161,67,68
1,validation,Neutral,36,27,41
2,train,Conservative,749,191,265
2,train,Liberal,761,336,308
2,train,Neutral,195,88,135
2,validation,Conservative,151,44,54
2,validation,Liberal,163,72,61
2,validation,Neutral,39,23,42
3,train,Conservative,697,257,251
3,train,Liberal,680,420,305
3,train,Neutral,198,86,134
3,validation,Conservative,145,50,54
3,validation,Liberal,148,82,66
3,validation,Neutral,38,22,44
4,train,Conservative,696,246,263
4,train,Liberal,679,416,310
4,train,Neutral,189,68,161
4,validation,Conservative,134,55,60
4,validation,Liberal,135,94,67
4,validation,Neutral,33,23,48
-1,test,Conservative,124,52,71
-1,test,Liberal,158,101,65
-1,test,Neutral,30,18,30
