epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,125,590,490
0,train,Liberal,132,699,574
0,train,Neutral,36,186,196
0,validation,Conservative,69,98,82
0,validation,Liberal,77,139,80
0,validation,Neutral,32,21,51
1,train,Conservative,249,527,429
1,train,Liberal,276,665,464
1,train,Neutral,73,163,182
1,validation,Conservative,74,102,73
1,validation,Liberal,62,154,80
1,validation,Neutral,20,22,62
2,train,Conservative,483,437,285
2,train,Liberal,415,637,353
2,train,Neutral,141,116,161
2,validation,Conservative,85,88,76
2,validation,Liberal,72,134,90
2,validation,Neutral,18,22,64
3,train,Conservative,489,386,330
3,train,Liberal,392,640,373
3,train,Neutral,107,83,228
3,validation,Conservative,98,80,71
3,validation,Liberal,89,132,75
3,validation,Neutral,24,17,63
4,train,Conservative,553,335,317
4,train,Liberal,362,700,343
4,train,Neutral,109,63,246
4,validation,Conservative,101,79,69
4,validation,Liberal,91,132,73
4,validation,Neutral,24,18,62
-1,test,Conservative,98,66,83
-1,test,Liberal,103,136,85
-1,test,Neutral,20,18,40
