epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,326,501,378
0,train,Liberal,383,609,413
0,train,Neutral,99,84,235
0,validation,Conservative,55,158,36
0,validation,Liberal,48,201,47
0,validation,Neutral,18,34,52
1,train,Conservative,479,559,167
1,train,Liberal,345,917,143
1,train,Neutral,80,99,239
1,validation,Conservative,97,126,26
1,validation,Liberal,71,201,24
1,validation,Neutral,36,37,31
2,train,Conservative,754,376,75
2,train,Liberal,256,1096,53
2,train,Neutral,57,45,316
2,validation,Conservative,125,115,9
2,validation,Liberal,83,199,14
2,validation,Neutral,41,44,19
3,train,Conservative,1015,145,45
3,train,Liberal,107,1274,24
3,train,Neutral,35,26,357
3,validation,Conservative,124,86,39
3,validation,Liberal,94,172,30
3,validation,Neutral,40,27,37
4,train,Conservative,1145,43,17
4,train,Liberal,42,1347,16
4,train,Neutral,18,14,386
4,validation,Conservative,109,108,32
4,validation,Liberal,89,177,30
4,validation,Neutral,41,26,37
-1,test,Conservative,109,104,34
-1,test,Liberal,102,185,37
-1,test,Neutral,30,27,21
