epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,353,409,443
0,train,Liberal,362,539,504
0,train,Neutral,104,89,225
0,validation,Conservative,95,88,66
0,validation,Liberal,85,126,85
0,validation,Neutral,21,19,64
1,train,Conservative,531,488,186
1,train,Liberal,288,993,124
1,train,Neutral,97,124,197
1,validation,Conservative,126,102,21
1,validation,Liberal,114,150,32
1,validation,Neutral,37,33,34
2,train,Conservative,859,249,97
2,train,Liberal,206,1148,51
2,train,Neutral,94,57,267
2,validation,Conservative,124,89,36
2,validation,Liberal,93,157,46
2,validation,Neutral,30,22,52
3,train,Conservative,1070,73,62
3,train,Liberal,75,1309,21
3,train,Neutral,37,37,344
3,validation,Conservative,111,111,27
3,validation,Liberal,83,187,26
3,validation,Neutral,29,37,38
4,train,Conservative,1143,37,25
4,train,Liberal,36,1356,13
4,train,Neutral,23,21,374
4,validation,Conservative,103,125,21
4,validation,Liberal,65,210,21
4,validation,Neutral,31,37,36
-1,test,Conservative,101,123,23
-1,test,Liberal,79,222,23
-1,test,Neutral,23,26,29
