epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,434,396,375
0,train,Liberal,487,488,430
0,train,Neutral,137,142,139
0,validation,Conservative,95,61,93
0,validation,Liberal,93,116,87
0,validation,Neutral,28,22,54
1,train,Conservative,449,369,387
1,train,Liberal,446,518,441
1,train,Neutral,102,111,205
1,validation,Conservative,80,82,87
1,validation,Liberal,79,131,86
1,validation,Neutral,23,16,65
2,train,Conservative,452,381,372
2,train,Liberal,366,637,402
2,train,Neutral,87,94,237
2,validation,Conservative,80,98,71
2,validation,Liberal,71,141,84
2,validation,Neutral,18,18,68
3,train,Conservative,440,485,280
3,train,Liberal,353,787,265
3,train,Neutral,94,110,214
3,validation,Conservative,71,131,47
3,validation,Liberal,62,182,52
3,validation,Neutral,22,32,50
4,train,Conservative,447,612,146
4,train,Liberal,306,970,129
4,train,Neutral,111,141,166
4,validation,Conservative,82,132,35
4,validation,Liberal,61,193,42
4,validation,Neutral,27,35,42
-1,test,Conservative,83,120,44
-1,test,Liberal,94,193,37
-1,test,Neutral,22,31,25
