epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,299,257,649
0,train,Liberal,376,301,728
0,train,Neutral,84,86,248
0,validation,Conservative,74,56,119
0,validation,Liberal,77,78,141
0,validation,Neutral,27,23,54
1,train,Conservative,286,246,673
1,train,Liberal,327,285,793
1,train,Neutral,76,63,279
1,validation,Conservative,78,55,116
1,validation,Liberal,85,84,127
1,validation,Neutral,20,26,58
2,train,Conservative,349,236,620
2,train,Liberal,359,333,713
2,train,Neutral,77,70,271
2,validation,Conservative,85,55,109
2,validation,Liberal,89,90,117
2,validation,Neutral,17,26,61
3,train,Conservative,424,223,558
3,train,Liberal,413,336,656
3,train,Neutral,94,56,268
3,validation,Conservative,91,53,105
3,validation,Liberal,92,85,119
3,validation,Neutral,22,21,61
4,train,Conservative,422,221,562
4,train,Liberal,392,390,623
4,train,Neutral,84,59,275
4,validation,Conservative,90,55,104
4,validation,Liberal,88,88,120
4,validation,Neutral,23,21,60
-1,test,Conservative,79,56,112
-1,test,Liberal,95,103,126
-1,test,Neutral,19,19,40
