epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,287,239,679
0,train,Liberal,290,288,827
0,train,Neutral,110,98,210
0,validation,Conservative,78,55,116
0,validation,Liberal,60,73,163
0,validation,Neutral,28,22,54
1,train,Conservative,343,169,693
1,train,Liberal,320,230,855
1,train,Neutral,101,57,260
1,validation,Conservative,94,32,123
1,validation,Liberal,79,51,166
1,validation,Neutral,38,15,51
2,train,Conservative,355,133,717
2,train,Liberal,345,187,873
2,train,Neutral,116,42,260
2,validation,Conservative,82,49,118
2,validation,Liberal,73,65,158
2,validation,Neutral,29,16,59
3,train,Conservative,402,160,643
3,train,Liberal,334,217,854
3,train,Neutral,85,50,283
3,validation,Conservative,90,45,114
3,validation,Liberal,100,50,146
3,validation,Neutral,30,16,58
4,train,Conservative,430,145,630
4,train,Liberal,399,236,770
4,train,Neutral,95,43,280
4,validation,Conservative,98,38,113
4,validation,Liberal,108,51,137
4,validation,Neutral,29,12,63
-1,test,Conservative,98,45,104
-1,test,Liberal,112,62,150
-1,test,Neutral,19,11,48
