epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,320,489,396
0,train,Liberal,399,607,399
0,train,Neutral,103,128,187
0,validation,Conservative,17,195,37
0,validation,Liberal,23,230,43
0,validation,Neutral,9,49,46
1,train,Conservative,417,626,162
1,train,Liberal,334,936,135
1,train,Neutral,117,124,177
1,validation,Conservative,81,142,26
1,validation,Liberal,58,195,43
1,validation,Neutral,33,29,42
2,train,Conservative,724,379,102
2,train,Liberal,315,1024,66
2,train,Neutral,94,53,271
2,validation,Conservative,128,101,20
2,validation,Liberal,118,153,25
2,validation,Neutral,31,37,36
3,train,Conservative,1005,152,48
3,train,Liberal,138,1235,32
3,train,Neutral,42,24,352
3,validation,Conservative,117,108,24
3,validation,Liberal,88,174,34
3,validation,Neutral,44,27,33
4,train,Conservative,1133,42,30
4,train,Liberal,57,1331,17
4,train,Neutral,27,18,373
4,validation,Conservative,98,128,23
4,validation,Liberal,72,193,31
4,validation,Neutral,29,41,34
-1,test,Conservative,104,109,34
-1,test,Liberal,81,217,26
-1,test,Neutral,26,29,23
