epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,384,433,388
0,train,Liberal,398,576,431
0,train,Neutral,106,125,187
0,validation,Conservative,61,142,46
0,validation,Liberal,55,170,71
0,validation,Neutral,16,30,58
1,train,Conservative,417,606,182
1,train,Liberal,379,871,155
1,train,Neutral,102,140,176
1,validation,Conservative,113,127,9
1,validation,Liberal,95,182,19
1,validation,Neutral,34,38,32
2,train,Conservative,625,449,131
2,train,Liberal,314,1032,59
2,train,Neutral,111,87,220
2,validation,Conservative,103,116,30
2,validation,Liberal,83,181,32
2,validation,Neutral,26,33,45
3,train,Conservative,918,200,87
3,train,Liberal,169,1202,34
3,train,Neutral,89,48,281
3,validation,Conservative,146,83,20
3,validation,Liberal,115,155,26
3,validation,Neutral,40,34,30
4,train,Conservative,1073,84,48
4,train,Liberal,74,1304,27
4,train,Neutral,50,31,337
4,validation,Conservative,109,121,19
4,validation,Liberal,78,196,22
4,validation,Neutral,38,41,25
-1,test,Conservative,112,110,25
-1,test,Liberal,91,208,25
-1,test,Neutral,25,29,24
