epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,820,77,308
0,train,Liberal,949,105,351
0,train,Neutral,295,32,91
0,validation,Conservative,142,73,34
0,validation,Liberal,172,83,41
0,validation,Neutral,55,32,17
1,train,Conservative,534,241,430
1,train,Liberal,632,319,454
1,train,Neutral,190,81,147
1,validation,Conservative,80,71,98
1,validation,Liberal,104,95,97
1,validation,Neutral,32,8,64
2,train,Conservative,263,349,593
2,train,Liberal,215,472,718
2,train,Neutral,67,95,256
2,validation,Conservative,26,155,68
2,validation,Liberal,21,183,92
2,validation,Neutral,9,29,66
3,train,Conservative,314,371,520
3,train,Liberal,195,549,661
3,train,Neutral,48,85,285
3,validation,Conservative,79,107,63
3,validation,Liberal,61,152,83
3,validation,Neutral,21,22,61
4,train,Conservative,488,331,386
4,train,Liberal,226,585,594
4,train,Neutral,54,47,317
4,validation,Conservative,154,68,27
4,validation,Liberal,137,113,46
4,validation,Neutral,36,16,52
-1,test,Conservative,142,54,51
-1,test,Liberal,158,113,53
-1,test,Neutral,27,17,34
