epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,339,494,372
0,train,Liberal,348,686,371
0,train,Neutral,104,132,182
0,validation,Conservative,139,90,20
0,validation,Liberal,117,151,28
0,validation,Neutral,36,27,41
1,train,Conservative,539,492,174
1,train,Liberal,353,961,91
1,train,Neutral,130,86,202
1,validation,Conservative,100,117,32
1,validation,Liberal,84,178,34
1,validation,Neutral,28,27,49
2,train,Conservative,908,214,83
2,train,Liberal,197,1182,26
2,train,Neutral,95,42,281
2,validation,Conservative,134,99,16
2,validation,Liberal,112,161,23
2,validation,Neutral,37,34,33
3,train,Conservative,1097,75,33
3,train,Liberal,66,1325,14
3,train,Neutral,38,22,358
3,validation,Conservative,119,87,43
3,validation,Liberal,103,152,41
3,validation,Neutral,23,28,53
4,train,Conservative,1131,29,45
4,train,Liberal,29,1367,9
4,train,Neutral,28,15,375
4,validation,Conservative,127,106,16
4,validation,Liberal,102,172,22
4,validation,Neutral,41,37,26
-1,test,Conservative,123,106,18
-1,test,Liberal,126,183,15
-1,test,Neutral,33,25,20
