epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,448,333,424
0,train,Liberal,483,433,489
0,train,Neutral,146,103,169
0,validation,Conservative,80,88,81
0,validation,Liberal,94,103,99
0,validation,Neutral,23,28,53
1,train,Conservative,474,333,398
1,train,Liberal,440,485,480
1,train,Neutral,117,71,230
1,validation,Conservative,90,78,81
1,validation,Liberal,86,116,94
1,validation,Neutral,21,16,67
2,train,Conservative,467,329,409
2,train,Liberal,409,544,452
2,train,Neutral,91,61,266
2,validation,Conservative,88,84,77
2,validation,Liberal,83,114,99
2,validation,Neutral,22,17,65
3,train,Conservative,472,323,410
3,train,Liberal,372,601,432
3,train,Neutral,74,66,278
3,validation,Conservative,88,79,82
3,validation,Liberal,84,119,93
3,validation,Neutral,18,18,68
4,train,Conservative,512,304,389
4,train,Liberal,364,619,422
4,train,Neutral,63,70,285
4,validation,Conservative,88,85,76
4,validation,Liberal,86,121,89
4,validation,Neutral,20,19,65
-1,test,Conservative,85,64,98
-1,test,Liberal,99,129,96
-1,test,Neutral,15,22,41
