epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,435,74,696
0,train,Liberal,513,89,803
0,train,Neutral,101,21,296
0,validation,Conservative,127,4,118
0,validation,Liberal,147,4,145
0,validation,Neutral,24,0,80
1,train,Conservative,540,34,631
1,train,Liberal,552,67,786
1,train,Neutral,103,12,303
1,validation,Conservative,116,3,130
1,validation,Liberal,121,3,172
1,validation,Neutral,20,1,83
2,train,Conservative,592,36,577
2,train,Liberal,602,75,728
2,train,Neutral,87,17,314
2,validation,Conservative,170,30,49
2,validation,Liberal,190,39,67
2,validation,Neutral,38,13,53
3,train,Conservative,736,192,277
3,train,Liberal,705,246,454
3,train,Neutral,107,47,264
3,validation,Conservative,154,56,39
3,validation,Liberal,145,91,60
3,validation,Neutral,43,20,41
4,train,Conservative,701,401,103
4,train,Liberal,362,813,230
4,train,Neutral,38,177,203
4,validation,Conservative,153,58,38
4,validation,Liberal,135,118,43
4,validation,Neutral,36,36,32
-1,test,Conservative,144,60,43
-1,test,Liberal,150,124,50
-1,test,Neutral,28,18,32
