epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,508,318,379
0,train,Liberal,566,394,445
0,train,Neutral,131,107,180
0,validation,Conservative,121,49,79
0,validation,Liberal,152,60,84
0,validation,Neutral,28,8,68
1,train,Conservative,644,384,177
1,train,Liberal,655,539,211
1,train,Neutral,136,123,159
1,validation,Conservative,150,84,15
1,validation,Liberal,148,114,34
1,validation,Neutral,44,25,35
2,train,Conservative,707,401,97
2,train,Liberal,551,721,133
2,train,Neutral,113,143,162
2,validation,Conservative,155,48,46
2,validation,Liberal,138,103,55
2,validation,Neutral,41,13,50
3,train,Conservative,762,356,87
3,train,Liberal,435,852,118
3,train,Neutral,100,128,190
3,validation,Conservative,158,73,18
3,validation,Liberal,140,118,38
3,validation,Neutral,43,23,38
4,train,Conservative,945,211,49
4,train,Liberal,320,985,100
4,train,Neutral,83,126,209
4,validation,Conservative,148,70,31
4,validation,Liberal,134,133,29
4,validation,Neutral,43,27,34
-1,test,Conservative,139,78,30
-1,test,Liberal,129,160,35
-1,test,Neutral,32,20,26
