epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,353,415,437
0,train,Liberal,465,501,439
0,train,Neutral,128,118,172
0,validation,Conservative,76,84,89
0,validation,Liberal,63,134,99
0,validation,Neutral,13,18,73
1,train,Conservative,372,462,371
1,train,Liberal,324,718,363
1,train,Neutral,69,85,264
1,validation,Conservative,77,137,35
1,validation,Liberal,55,188,53
1,validation,Neutral,20,33,51
2,train,Conservative,552,499,154
2,train,Liberal,300,980,125
2,train,Neutral,96,107,215
2,validation,Conservative,97,115,37
2,validation,Liberal,68,182,46
2,validation,Neutral,24,30,50
3,train,Conservative,692,406,107
3,train,Liberal,204,1141,60
3,train,Neutral,81,57,280
3,validation,Conservative,112,109,28
3,validation,Liberal,82,174,40
3,validation,Neutral,35,31,38
4,train,Conservative,958,180,67
4,train,Liberal,138,1242,25
4,train,Neutral,57,14,347
4,validation,Conservative,129,98,22
4,validation,Liberal,90,178,28
4,validation,Neutral,43,30,31
-1,test,Conservative,123,88,36
-1,test,Liberal,106,184,34
-1,test,Neutral,27,30,21
