epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,343,457,405
0,train,Liberal,431,534,440
0,train,Neutral,118,140,160
0,validation,Conservative,84,85,80
0,validation,Liberal,93,112,91
0,validation,Neutral,34,31,39
1,train,Conservative,383,497,325
1,train,Liberal,442,596,367
1,train,Neutral,130,137,151
1,validation,Conservative,92,88,69
1,validation,Liberal,97,117,82
1,validation,Neutral,31,29,44
2,train,Conservative,410,468,327
2,train,Liberal,427,616,362
2,train,Neutral,119,121,178
2,validation,Conservative,87,101,61
2,validation,Liberal,85,134,77
2,validation,Neutral,30,28,46
3,train,Conservative,450,447,308
3,train,Liberal,429,652,324
3,train,Neutral,114,146,158
3,validation,Conservative,97,89,63
3,validation,Liberal,95,130,71
3,validation,Neutral,31,27,46
4,train,Conservative,441,462,302
4,train,Liberal,411,692,302
4,train,Neutral,124,112,182
4,validation,Conservative,91,87,71
4,validation,Liberal,90,134,72
4,validation,Neutral,28,21,55
-1,test,Conservative,80,81,86
-1,test,Liberal,104,136,84
-1,test,Neutral,17,28,33
