epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,459,443,303
0,train,Liberal,463,608,334
0,train,Neutral,105,115,198
0,validation,Conservative,83,138,28
0,validation,Liberal,72,185,39
0,validation,Neutral,30,28,46
1,train,Conservative,602,467,136
1,train,Liberal,405,884,116
1,train,Neutral,97,98,223
1,validation,Conservative,128,89,32
1,validation,Liberal,105,144,47
1,validation,Neutral,33,26,45
2,train,Conservative,901,224,80
2,train,Liberal,249,1105,51
2,train,Neutral,70,43,305
2,validation,Conservative,117,115,17
2,validation,Liberal,89,189,18
2,validation,Neutral,37,30,37
3,train,Conservative,1065,84,56
3,train,Liberal,100,1263,42
3,train,Neutral,37,28,353
3,validation,Conservative,64,163,22
3,validation,Liberal,48,222,26
3,validation,Neutral,24,45,35
4,train,Conservative,1116,53,36
4,train,Liberal,42,1341,22
4,train,Neutral,18,14,386
4,validation,Conservative,147,91,11
4,validation,Liberal,116,163,17
4,validation,Neutral,44,32,28
-1,test,Conservative,129,96,22
-1,test,Liberal,136,170,18
-1,test,Neutral,37,24,17
