epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,424,410,371
0,train,Liberal,486,489,430
0,train,Neutral,141,129,148
0,validation,Conservative,100,91,58
0,validation,Liberal,105,141,50
0,validation,Neutral,34,23,47
1,train,Conservative,449,405,351
1,train,Liberal,432,601,372
1,train,Neutral,130,86,202
1,validation,Conservative,97,81,71
1,validation,Liberal,78,143,75
1,validation,Neutral,21,20,63
2,train,Conservative,528,351,326
2,train,Liberal,338,701,366
2,train,Neutral,94,62,262
2,validation,Conservative,94,81,74
2,validation,Liberal,90,136,70
2,validation,Neutral,17,20,67
3,train,Conservative,621,283,301
3,train,Liberal,261,871,273
3,train,Neutral,66,54,298
3,validation,Conservative,100,86,63
3,validation,Liberal,81,154,61
3,validation,Neutral,23,21,60
4,train,Conservative,797,196,212
4,train,Liberal,209,1009,187
4,train,Neutral,72,44,302
4,validation,Conservative,130,83,36
4,validation,Liberal,90,154,52
4,validation,Neutral,27,23,54
-1,test,Conservative,117,81,49
-1,test,Liberal,109,158,57
-1,test,Neutral,22,22,34
