epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,1173,28,4
0,train,Liberal,1361,39,5
0,train,Neutral,402,13,3
0,validation,Conservative,248,0,1
0,validation,Liberal,296,0,0
0,validation,Neutral,104,0,0
1,train,Conservative,1204,0,1
1,train,Liberal,1404,0,1
1,train,Neutral,418,0,0
1,validation,Conservative,249,0,0
1,validation,Liberal,296,0,0
1,validation,Neutral,104,0,0
2,train,Conservative,1205,0,0
2,train,Liberal,1405,0,0
2,train,Neutral,418,0,0
2,validation,Conservative,249,0,0
2,validation,Liberal,296,0,0
2,validation,Neutral,104,0,0
3,train,Conservative,1190,15,0
3,train,Liberal,1389,15,1
3,train,Neutral,417,1,0
3,validation,Conservative,249,0,0
3,validation,Liberal,296,0,0
3,validation,Neutral,104,0,0
4,train,Conservative,1187,18,0
4,train,Liberal,1378,26,1
4,train,Neutral,408,10,0
4,validation,Conservative,249,0,0
4,validation,Liberal,296,0,0
4,validation,Neutral,104,0,0
-1,test,Conservative,247,0,0
-1,test,Liberal,324,0,0
-1,test,Neutral,78,0,0
