epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,260,432,513
0,train,Liberal,333,584,488
0,train,Neutral,99,135,184
0,validation,Conservative,58,94,97
0,validation,Liberal,74,144,78
0,validation,Neutral,18,30,56
1,train,Conservative,352,406,447
1,train,Liberal,304,659,442
1,train,Neutral,81,100,237
1,validation,Conservative,62,104,83
1,validation,Liberal,58,156,82
1,validation,Neutral,12,21,71
2,train,Conservative,404,414,387
2,train,Liberal,294,779,332
2,train,Neutral,61,70,287
2,validation,Conservative,75,99,75
2,validation,Liberal,61,157,78
2,validation,Neutral,17,20,67
3,train,Conservative,512,381,312
3,train,Liberal,269,932,204
3,train,Neutral,54,61,303
3,validation,Conservative,94,115,40
3,validation,Liberal,66,178,52
3,validation,Neutral,24,26,54
4,train,Conservative,702,320,183
4,train,Liberal,192,1124,89
4,train,Neutral,79,38,301
4,validation,Conservative,113,93,43
4,validation,Liberal,77,169,50
4,validation,Neutral,26,31,47
-1,test,Conservative,95,96,56
-1,test,Liberal,103,173,48
-1,test,Neutral,20,26,32
