epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,377,450,378
0,train,Liberal,464,536,405
0,train,Neutral,151,147,120
0,validation,Conservative,86,79,84
0,validation,Liberal,80,131,85
0,validation,Neutral,27,23,54
1,train,Conservative,373,465,367
1,train,Liberal,414,568,423
1,train,Neutral,107,129,182
1,validation,Conservative,79,82,88
1,validation,Liberal,71,139,86
1,validation,Neutral,20,27,57
2,train,Conservative,381,471,353
2,train,Liberal,337,664,404
2,train,Neutral,97,119,202
2,validation,Conservative,73,89,87
2,validation,Liberal,65,148,83
2,validation,Neutral,21,18,65
3,train,Conservative,361,442,402
3,train,Liberal,319,711,375
3,train,Neutral,91,107,220
3,validation,Conservative,65,97,87
3,validation,Liberal,74,142,80
3,validation,Neutral,16,20,68
4,train,Conservative,382,471,352
4,train,Liberal,316,738,351
4,train,Neutral,83,98,237
4,validation,Conservative,69,97,83
4,validation,Liberal,61,156,79
4,validation,Neutral,14,24,66
-1,test,Conservative,68,84,95
-1,test,Liberal,71,149,104
-1,test,Neutral,6,26,46
