epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,404,332,469
0,train,Liberal,444,441,520
0,train,Neutral,122,118,178
0,validation,Conservative,80,84,85
0,validation,Liberal,86,112,98
0,validation,Neutral,26,21,57
1,train,Conservative,429,329,447
1,train,Liberal,385,525,495
1,train,Neutral,83,67,268
1,validation,Conservative,91,67,91
1,validation,Liberal,85,113,98
1,validation,Neutral,16,21,67
2,train,Conservative,510,299,396
2,train,Liberal,367,612,426
2,train,Neutral,69,36,313
2,validation,Conservative,94,81,74
2,validation,Liberal,81,127,88
2,validation,Neutral,12,26,66
3,train,Conservative,611,258,336
3,train,Liberal,310,747,348
3,train,Neutral,39,26,353
3,validation,Conservative,109,81,59
3,validation,Liberal,81,139,76
3,validation,Neutral,17,25,62
4,train,Conservative,766,228,211
4,train,Liberal,267,920,218
4,train,Neutral,32,17,369
4,validation,Conservative,115,83,51
4,validation,Liberal,89,143,64
4,validation,Neutral,19,28,57
-1,test,Conservative,105,82,60
-1,test,Liberal,105,152,67
-1,test,Neutral,20,24,34
