epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,924,181,100
0,train,Liberal,1083,212,110
0,train,Neutral,324,63,31
0,validation,Conservative,218,2,29
0,validation,Liberal,253,4,39
0,validation,Neutral,80,0,24
1,train,Conservative,956,18,231
1,train,Liberal,1090,19,296
1,train,Neutral,298,6,114
1,validation,Conservative,199,4,46
1,validation,Liberal,229,6,61
1,validation,Neutral,48,2,54
2,train,Conservative,780,242,183
2,train,Liberal,926,262,217
2,train,Neutral,213,75,130
2,validation,Conservative,181,12,56
2,validation,Liberal,219,12,65
2,validation,Neutral,45,0,59
3,train,Conservative,615,430,160
3,train,Liberal,666,528,211
3,train,Neutral,149,101,168
3,validation,Conservative,18,192,39
3,validation,Liberal,25,225,46
3,validation,Neutral,7,43,54
4,train,Conservative,284,853,68
4,train,Liberal,224,1077,104
4,train,Neutral,67,165,186
4,validation,Conservative,61,166,22
4,validation,Liberal,52,208,36
4,validation,Neutral,17,49,38
-1,test,Conservative,65,155,27
-1,test,Liberal,49,236,39
-1,test,Neutral,21,30,27
