epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,435,350,420
0,train,Liberal,494,424,487
0,train,Neutral,112,98,208
0,validation,Conservative,98,71,80
0,validation,Liberal,106,99,91
0,validation,Neutral,25,16,63
1,train,Conservative,461,302,442
1,train,Liberal,426,515,464
1,train,Neutral,80,76,262
1,validation,Conservative,97,67,85
1,validation,Liberal,97,107,92
1,validation,Neutral,16,14,74
2,train,Conservative,562,310,333
2,train,Liberal,405,598,402
2,train,Neutral,58,54,306
2,validation,Conservative,104,73,72
2,validation,Liberal,95,127,74
2,validation,Neutral,15,18,71
3,train,Conservative,649,279,277
3,train,Liberal,349,750,306
3,train,Neutral,43,50,325
3,validation,Conservative,122,86,41
3,validation,Liberal,96,145,55
3,validation,Neutral,24,20,60
4,train,Conservative,801,260,144
4,train,Liberal,295,957,153
4,train,Neutral,41,51,326
4,validation,Conservative,124,95,30
4,validation,Liberal,96,154,46
4,validation,Neutral,27,29,48
-1,test,Conservative,104,89,54
-1,test,Liberal,99,180,45
-1,test,Neutral,22,25,31
