epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,113,447,645
0,train,Liberal,124,582,699
0,train,Neutral,36,126,256
0,validation,Conservative,9,94,146
0,validation,Liberal,9,138,149
0,validation,Neutral,0,24,80
1,train,Conservative,329,217,659
1,train,Liberal,332,409,664
1,train,Neutral,66,40,312
1,validation,Conservative,87,84,78
1,validation,Liberal,69,134,93
1,validation,Neutral,21,20,63
2,train,Conservative,452,152,601
2,train,Liberal,377,510,518
2,train,Neutral,70,28,320
2,validation,Conservative,125,80,44
2,validation,Liberal,119,138,39
2,validation,Neutral,29,25,50
3,train,Conservative,499,104,602
3,train,Liberal,350,673,382
3,train,Neutral,56,17,345
3,validation,Conservative,128,85,36
3,validation,Liberal,119,140,37
3,validation,Neutral,29,33,42
4,train,Conservative,628,57,520
4,train,Liberal,411,738,256
4,train,Neutral,69,18,331
4,validation,Conservative,138,70,41
4,validation,Liberal,119,129,48
4,validation,Neutral,33,28,43
-1,test,Conservative,135,71,41
-1,test,Liberal,130,150,44
-1,test,Neutral,29,14,35
