epoch,tag,true,pred_Conservative,pred_Liberal,pred_Neutral
0,train,Conservative,353,359,493
0,train,Liberal,388,489,528
0,train,Neutral,119,117,182
0,validation,Conservative,96,73,80
0,validation,Liberal,81,118,97
0,validation,Neutral,31,23,50
1,train,Conservative,516,244,445
1,train,Liberal,424,459,522
1,train,Neutral,148,55,215
1,validation,Conservative,130,74,45
1,validation,Liberal,118,123,55
1,validation,Neutral,35,27,42
2,train,Conservative,579,174,452
2,train,Liberal,411,568,426
2,train,Neutral,137,52,229
2,validation,Conservative,108,83,58
2,validation,Liberal,82,147,67
2,validation,Neutral,24,25,55
3,train,Conservative,698,268,239
3,train,Liberal,429,829,147
3,train,Neutral,148,97,173
3,validation,Conservative,100,103,46
3,validation,Liberal,72,179,45
3,validation,Neutral,26,29,49
4,train,Conservative,934,155,116
4,train,Liberal,418,929,58
4,train,Neutral,202,83,133
4,validation,Conservative,124,91,34
4,validation,Liberal,95,166,35
4,validation,Neutral,30,32,42
-1,test,Conservative,106,91,50
-1,test,Liberal,114,172,38
-1,test,Neutral,23,26,29
